1,Air Radioaktif Fukushima Bocor Lagi 6 Pekerja Terpapar - http://t.co/XJr6mia2Sq: Air Radioaktif Fukushima Boco... http://t.co/OeTAVjfpEO
1,#Fukushima - if the rods get too close to each other they can still fire up again and create a chain reaction.\x0A#ows \x0Ahttp://t.co/XoriDkM3lR
1,RT @csmonitor: Tokyo Electric says 5.8 earthquake in #Fukushima did no damage to prefecture's troubled nuclear plant: http://t.co/gM0dD9D6NY
1,New high-radiation spots found at quake-hit Fukushima plant | Yahoo! Health http://t.co/PP1BBcKRy0
1,Tour of Fukushima Daiichi Nuclear Power Plant: http://t.co/yttXEaN32c via @youtube
1,Festival planned Saturday for children from Fukushima Japan\x0A\x0AThe Fukushima Kids Welcome Festival will be held... http://t.co/Ae5h0a57G1
1,The map that is being shared on Facebook regarding radiation spreading across the Pacific from the Fukushima... http://t.co/tcxIdIHHS5
1,This petition is addresses the Single Most Important issue on the Planet right now: http://t.co/OgLKsgQsus (Fukushima &amp; the radiation leak!)
1,Extraen peligrosas barras de combustible de la accidentada central nuclear de Fukushima http://t.co/iL0pwC2NUv
1,[NZZ] Fukushima-Betreiber will wieder Atomstrom erzeugen http://t.co/3zUGiadb0r #AntiAKW
1,Disaster Spiraling Out of Control at Fukushima as Japan's Prime Minister Asks for Global Help | Alternet http://t.co/x3Zjxx8aNj
1,Ozawa Ichiro(3):\x0A such as Japanese Bureaucrat and Massmedia.\x0A\x0ASee(Japanese);\x0A1)http://t.co/Goiij1CxE2\x0A2)http://t.co/cKfRcI8Tkb\x0A\x0A#Fukushima
1,Perspectives on Chernobyl and Fukushima Health Effects: What Can Be Learned From Eastern European... http://t.co/0XXiCnRtSD #TheAtomicAge
1,Fukushima Radiation Hits US West Coast http://t.co/t06IuE71hA #Fukushima
1,"Radioactive Reality (17 December 2013) Fukushima fuel melted """"on unprecedented scale"""" http://t.co/COoMzjplUw"""
1,@fukushima_actu god help us all there will be big consequences from this
1,LIVE: World Watchers 11-27-2013 on @spreaker #current #events #fukushima #japan #news http://t.co/IFAohR1kLZ
0,The Fajr Daily is out! http://t.co/Bphbb4fYvg Stories via @fukushima_news @donate0311 @yogageneration
1,Tritium Levels Rise Further in #Fukushima Groundwater (9/12 Jiji) http://t.co/K5bGulYXYU #jishin_e #nuclear
1,Japan raises severity of radioactive leak at nuke plant - China Daily | @scoopit http://t.co/omySz3E69x
1,Welp looks like a Cali trip is outta the question ya'll should think about living/surfing there after this video http://t.co/qr62DRISZ1
1,"@GeorgeMonbiot @lucyk6992 sorry but I seem to come across a lot more worrying info on #Fukushima than """"keep calm and carry on"""" type stuff."""
1,Storage tanks at the Fukushima Daiichi nuclear power plant are leaking about 80000 gallons of contaminated water: http://t.co/ZoiSjwD3hk
0,The elite is frightened! #Coverup of protest of #ourWallstreet #fukushima shows that to #world. #people have more power than they think #UP
1,Latest leak at Japan's Fukushima plant contaminates 6 workers: TOKYO (Reuters) - Six workers at Japan's Fukushima nuclear plant were ...
1,US Sailors: Response to Fukushima Emergency Resulted in Cancer http://t.co/9z3R1SzlOu
1,.@oceanprogress addresses concerns about radioactive contamination in Pacific Ocean seafood http://t.co/NNIJVvTgl9 via @amprog
1,Japan to remove Fukushima fuel rods http://t.co/5lzMqmrZKt
1,#Fukushima: Descubren fuga de casi dos toneladas de agua contaminada http://t.co/PFSdez4yvi #Cuba
1,Now we'll take a closer look at how the radioactive leaks at #Fukushima #Japan are impacting the environment. #worldview @WBEZ
1,Denuncian por negligencia a la operadora de Fukushima: Ciudadanos japoneses presentan denunci... http://t.co/iZLMXY81Zd #Madero #Tampico
1,"Well The ocean is Boiling now on the coast of Japan from the runaway cores at Fukushima Daiichi. I wonder how... http://t.co/RRmksHJUGS"""
1,RT @msnNOW: Fukushima's radioactive cloud expected to reach US by 2014 http://t.co/ILEATFcl5d
1,#Nacional Descubren una nueva fuga de cuatro toneladas de agua radiactiva en Fukushima http://t.co/StRJjLMI7y
0,Well at this point I know I'll never get to see Japan. Guess it's a good thing it wasn't on my bucket list. #Fukushima
1,Fukishima watch: It is worse than ever imagined. Forget a fix. No one knows how. Fish are getting freaky. http://t.co/cCMNMQVk39
1,Satu Harapan: PLTN Fukushima Tidak Terpengaruh Gempa http://t.co/gPfPZutx22
1,Fukushima workers http://t.co/zkqS9MBtmW
1,Super excited to have @haiyan joining us @thingmonk see fukushima and geiger counters http://t.co/h5lShwcpSN
1,Fukushima operator to start dangerous fuel-rod removal\x0Ahttp://t.co/bHcCHZUm0a
0,#Ghana Difficulty! DISINFORMATION The Presidents did not put the shoe on Fukushima Follow @ RealDatill now for The News &amp; More
1,#Fukushima plant braces for super-typhoon http://t.co/rorBUVD7My
1,This is terrifying. http://t.co/VxHZBpPbfZ
1,Well this makes me feel warm n fuzzy all over. *SMGDH* RT .@OmarZaidMD: The REAL Fukushima Danger | Washington's Blog http://t.co/ocLReSVhZc
1,RT @fukushima_actu: #nuclear Radiation Effects of Fukushima Update Nov. 2014:  http://t.co/n6uzPizhKN #fukushima
1,I remove a regulatead area of Fukushima and am safe.
1,Fukushima Radiation to Reach U.S. Coast at Safe Levels NRC Says - Bloomberg via @BloombergNow http://t.co/CfGqMTxKQH
1,"@guardian: Fukushima workers low on morale and plagued by health woes say insiders http://t.co/b9WPqzk3JP"""" No shit Sherlock."""
1,Japan to issue warning on Fukushima leaks http://t.co/lOaQwdq4vz
1,Woah! MT @RichardJWood Tepco plans on dumping radioactive water stored at Fukushima into ocean instead of containing http://t.co/GGi4Z9uKqo
1,What Is Happening To Alaska? Is Fukushima Responsible For The Mass Animal Deaths? http://t.co/Teq7frjeHt
1,Fukushima: una bomba radioattiva fuori controllo! | Mondo In Tempo Reale: http://t.co/tJKqFFWwFH
1,Environ-mental scientists wants Fukushima everywhere throughout the world.. http://t.co/bxhH77Oa3f
1,"STERILIZE THE PLANET"""" ..... read this #Fukushima Update..... be itk in the ele!\x0A\x0Aread this too.....""""Forgotten... http://t.co/EQd2dL5vEV"""
1,Fukushima Daiichi operator should not handle shutdown says governing party http://t.co/FQKFYU75ID @guardian
1,FODEO NEGADA FODEO https://t.co/rgHyhpJNVJ -Q
1,I really hope people get the message: Fukushima isn't going away and it can only get worse if we do not make it THE agenda.
1,RT @RebHarms: Who will stop #Tepco? #WHO ? #IAEA ?Gorvernment of #Japan? http://t.co/6z1a3km9YC
1,#Japan to remove #Fukushima #fuel rods http://t.co/zNGmuLMQZU
1,Tokyo to Host 2020 #Olympics and will feature the 400 meter fukushima nuclear puddle jump as the newest Olympic gold medal sport.
1,Jellyfish Babies: Birth Defects of Nuclear Radiation - http://t.co/Y2DlUBaH1N #Fukushima #nonuke #radiation
1,Comienza a retirarse el combustible gastado del reactor 4 de Fukushima http://t.co/GLsKcZNHBY
1,RT @iamdespicable1: A Sunday closer to the brink. #Fukushima #TEPCO #SOS #AllHandsOnDeck
1,RT @abc7newsBayArea: Japan is working on a massive project to keep the damaged Fukushima nuclear plant from leaking: http://t.co/4z3ymWtlvD
1,@NASA_EO @hotosm Please sign and share my petition about the crisis at Fukushima! Let our voices be heard! http://t.co/w4gkNuAZdD
1,I liked a @YouTube video http://t.co/Dy8GZTnbAX Fukushima is Here - San Francisco Human Mural
1,@RT_com this is just turner into a horror show.... When does it end? Can I get off the ride now?!? #fukushima #fuck #doom #tepco
1,Fukushima Diary in Washington D.C.!: http://t.co/iCUkWGHbzJ via @youtube
1,RT @SecretNews: Forecast Shows #Fukushima To Get Eye Wall Of #Typhoon Wipha: http://t.co/QRwjO5ce6x #meteorology#japan
1,Inicia TEPCO paso clave para desmantelar central de Fukushima http://t.co/5je5Gn5R8h #Elmundo
1,Was this abductee told about Comet Ison Impact &amp; Fukushima Disaster in 1988? http://t.co/MRGpawYe4h
1,Conspiracy Theory With Jesse Ventura\x0AMeanwhile... a category 3 hurricane aims for Fukushima...... http://t.co/hCG4oah6wE
1,Water with pieces of nuclear fuel coming up from ocean floor off Fukushima coast? Tokyo Professor: 156... http://t.co/hWGMgG0VHw
1,#fukushima lays in clouds prepared to rain it's toxic poison upon us. It's here. It's been here. Reality
1,RT @MrVop: Fukushima begins fuel rod removal http://t.co/gV5hJ0X3kv
1,@verbalstrahl fukushima erdbeben again?
1,RT @CoyoteSings: Fukushima is the first time the core of a nuclear reactor has ever liquified. Fukushima has had three meltdowns.
1,28 Signs That The West Coast Is Being Absolutely Fried With Nuclear Radiation From #Fukushima http://t.co/NHjBxOguUe via @Revelation1217
1,RT @CBSPhilly: RT @CBSNews 5.3-magnitude earthquake hits Japan's Fukushima - http://t.co/blZdOsEYuB
1,Typhoon stokes fears for Japan's crippled Fukushima nuclear plant |\x0AThe Australian http://t.co/AOWedAy0zq via @sharethis
1,Fukushima: Your Days of Eating Pacific Ocean Fish Are Over http://t.co/TBqd8EZ90z via @TrueActivist
1,I pray someone out there somewhere is taking notes...this is a global issue. http://t.co/twsvWc7FrK
1,Massive radioactive steam detected at Fukushima reactor  http://t.co/bAMA1mBZZz
1,Fukushima: coming clean | Editorial - Is the unthinkable being thought as Britain plans for a new generation of ... http://t.co/jkD91srSv0
1,Fukushima harms commerce as Russia rejects radioactive Japanese cars http://t.co/NRbEJeUqsC via @HealthRanger
1,Japan Braces as TEPCO Prepares for Critical Phase of Fukushima Clean-Up http://t.co/i6b9ZbueQ1 #YouTube #News
1,Giga-Oktopus durch Atomkatastrophe in Fukushima? - Transatlantisches Fre...: http://t.co/zLjdAgz8eB via @youtube
1,http://t.co/f370NP8ti1\x0A\x0ADespite #Fukushima its business as usual for Japan's #nuclear industry. #Turkey purchases new plant.
1,Hay nuevas fugas radiactivas en Fukushima http://t.co/vQHN3H142M | muy interesante
1,"October 10 2013 Fukushima Japan. \x0A\x0A""""Tepco said combined Cesium-134 and Cesium-137 readings just outside the... http://t.co/2qWTmIzDaG"""
1,Terremoto Fukushima: forte scossa vicino alla centrale niente danni http://t.co/YcP167N245
1,RT @Michelle9647: But do not worry California the toxic water that will hit you in 2014 from #Fukushima has been diluted enough *wink wink*
1,5.5 magnitude earthquake shakes Tokyo halts trains: nerves frayed as Fukushima decomissioning... http://t.co/iWIwBXm9ac
1,The Crisis at Fukushima's Unit 4 Demands a Global Take-Over | Common Dreams https://t.co/Qp3VDNdpji
1,PM.Shinzo Abe told the lie to the world that the radioactive contamination water of the Fukushima nuclear power plant is under control.
0,Energy Costs Keep Japan Focus on Nuclear - ABC News http://t.co/hDP0TsdUDR #economy
1,Fukushima Workers Ordered to Cover Detection Devices to Downplay Radiation Levels: JG Vibes |  Fukushima worke... http://t.co/YxLPullqEi
1,Magnitude-5.3 earthquake hits Japan's Fukushima http://t.co/FOtRce1vAn via @usatoday
1,Fukushima Anti-Radiation Pills? US Gov. Official Hangs Up When Asked About Potassium Iodide Purchase: http://t.co/BFdZlZBE3W
1,Los colores de Fukushima | YorokobuYorokobu  http://t.co/p1Zf57zqqU
1,RT @JasonBermas: Fallout Researcher: Fukushima Worst Case Scenario Could Result In BILLIONS Of DEATHS http://t.co/jx24mCSDYN #LetsHopeNot
0,onomen ngono ya mbh kinjeng. ibukne mbah kinjeng jangkrikk ya'e RT @gusmanRiyad: kok ora mbah kupu kupu? haha RT widya_fukushima: loh eman,?
1,It hurts me especially that Japan is passing such a bill. There's no need to be embarrassed about Fukushima. Let the world help! #Fukushima
1,Soaring Radiation in Fukushima Groundwater | Common Dreams https://t.co/4KUJDTwbw3
1,RT @scocosse: #Fukushima: pas de poursuite criminelle contre les dirigeants de #Tepco http://t.co/XzcYUbQZu8
1,Tepco verliest controle over Fukushima http://t.co/kxrdkRgisJ
1,[Epicenter] Fukushima Coast [Max Shindo] 3 (2013-11-21 12:38) http://t.co/8LZiOiNTtp #earthquake #jpquake
1,#Fukushima I NPP Accident WAS a Nuclear Disaster Even If No One Died of Acute Radiation Sickness http://t.co/RkiBRsRgLj via @exskf
1,Expertos internacionales analizan la radiactividad del mar en Fukushima http://t.co/yQ9Xx7hzx7
0,Photo: 10/12/2013 urajiri odaka minami-soma city fukushima http://t.co/QdlfmpTUPb
1,Fukushima Failure: Decontamination System Stops Functioning Article at http://t.co/M1ZQowE9X4 http://t.co/g4mpGQrcDl #fukushima #nuclear
1,"Apparently Fukushima has released enough radioactive shit into the pacific ocean to put us in """"we don't know wtf to do"""" mode."""
1,Broken lives of Fukushima: Adventures of a Serial TrespasserBroken lives of FukushimaThe First PhotoThe Very F... http://t.co/koNvmb4IjB
1,Check the date of this PR effort - The Fukushima Nuclear Crisis: Separating Fact From Fiction: http://t.co/MFANfPmKpD via @youtube
1,The Mind Unleashed: Fukushima now in state of emergency leaking 300 t... http://t.co/hWfD574qbg
1,Japan protests French Fukushima toons http://t.co/X5R7cYSRzu
1,Fukushima nuclear disaster is warning to the world says power company boss http://t.co/7P0HLVoS11 via @guardian
1,Gafe:Rajoy dice q los temores sobre Fukushima son infundados y s detecta una fuga http://t.co/klLSuOjRRZ  #quesequede http://t.co/toMgUUObLn
1,Did you connect the dots to #Fukushima and years of #Nuclear yet? \x0A\x0A#Fukushima FAQs ...... Frequently asked and... http://t.co/pFZ1mWmm1r
1,Tell @UN SecGen: World experts must oversee #Fukushima decommissioning not irresponsible @TEPCO_English! http://t.co/QBkmD0KOKu #p2
1,@nycjim The horrible radioactivity of Fukushima will poison the world for millennia. Time to face the truth.
1,Fukushima World Warning!Spent Fuel Melt Down\x0Ahttp://t.co/3DWCvxJa28
1,RT @noosa_noosa: Abe is going to make the nuclear power plant disaster of Fukushima forgotten. But please do not forget by any means.
1,Fukushima threatens 15000 Hiroshimas. Tell Obama to redirect $8.3 b from new nuke plants to this crisis. http://t.co/kpC0E5OX0v
1,"Implement Paul Stamet's """"Plan for Mycological Remediation of Fukushima"""" as the """"Official Respon http://t.co/KUl3UEf0CO @moveon"""
1,Fukushima suffers another setback: Tokyo - The operator of Japan&amp;#039;s crippled Fukushima nuclear plant said on... http://t.co/wVwkwwUGDB
1,Um. number one concern #Humanity \x0ARecord radioactivity level found at Fukushima plant well - AJW by The Asahi Shimbun http://t.co/Dp64sEUWWJ
1,#NYT_Science Dot Earth Blog: Fukushima Radiation (Still) Poses No California Risk http://t.co/tgDAt84ZW1
1,Fukushima breaking news: WARNING The Pacific genocide TYPHOON  kevin D. blanch... http://t.co/GxDCEdSNR4
1,Removal of fuel rods begins at Fukushima Daiichi nuclear plant http://t.co/WBwJznToGn
1,World Action Now on Fukushima - Harvey Wasserman: http://t.co/Ap28ejVToN via @wattashit3
1,PCV pressure of reactor2 suddenly decreased to be half / Reason not verified http://t.co/5IUiKXcIFB
1,RT @EWDolan: Fukushima nuclear evacuation zone photos available online http://t.co/aeTz73HfYh
1,http://t.co/01C8M15R0n - After Fukushima Disaster Advocates Argue Only Safe Nuclear Power Is None At All http://t.co/ZRckMcrVyW
1,Fukushima Radiation Hits US West Coast http://t.co/4r6O0fznOU\x0Athe hit is being felt by Canadians Mexicans and US citizens alike.
1,http://t.co/5Lg6QX3Pyl
1,Question which is more toxic? Fukushima fish or Octomom? I think it's a tossup.
1,We are all Fukushima.
0,Fukushima Industries just made a very unfortunate branding choice http://t.co/cfPV628x4e via @qz
1,Record Radiation at Fukushima Detected http://t.co/cBj1YooBJW via @sharethis
1,WTF!!!! #Fukushima #Japan is not bad enuf w #radiation?! They also go spray #chemtrails over it!!! http://t.co/i6uTY2B9Sh TY  @etoujyuuroku
0,Post Edited: Fukushima Syria Cyrus http://t.co/nCsmS3ln6N
1,RT @DrHCaldicott: Is #Fukushima the new normal for #nuclear reactors?  http://t.co/U2r8LgR151 via @ConversationEDU
1,"What MSM is NOT telling you- """"FUKUSHIMA: The Death of Us""""\x0Ahttp://t.co/0fS9u2ZmyJ\x0A\x0A#ClimateWarning #Climate #Global #KXL #Fracking #Tarsands"""
1,RT @chris_noland: 'Fukushima is here' human mural on Ocean Beach in San Francisco http://t.co/DkWOQ5uMMS
1,BBC News - Fukushima leak is 'much worse than we were led to believe' http://t.co/vJ0gmtzocH
1,Japan Marine Expert: Fukushima radioactive tanks may have already been emptied into Pacific Ocean -Xinhua http://t.co/5JMavUeckg
1,Tokyo Governor slams Fukushima coverage on eve of 2020 Olympics vote http://t.co/chT6piVfZn
1,@ENENews Misleads public with inaccurate information about #Fukushima  http://t.co/HrKzQm3dPr
0,@BrandonTweets__ \x0AYeah - enough of \x0Athis 'Fukushima Economics' \x0Ahttp://t.co/jWsSFBlFaS
1,Fukushima fish is unsafe for humans but ok for Pacific whales apparently. We are about to witness incredible suffering &amp; death. #shameonus
1,Next Fukushima is your Responsibility
1,#ApaAjaNews Kebocoran Reaktor Nuklir Fukushima Memburuk http://t.co/SJIK3wEDW7
1,2013 Scion iQ Japan to spend $970mn on storing radioactive Fukushima s. Watch Hot Girls at http://t.co/BYHRxerKlh http://t.co/NSe48pnukK
1,Fukushima..... What If?\x0A\x0A#fukushima  http://t.co/caNDPX2VH1,?
1,anyone else worried about fukushima or is it genuinely just me? #japansfucked
1,Las empresas japonesas contratan indigentes para limpiar la zona del desastre nuclear de Fukushima http://t.co/fJ5pOQNe2E
1,A massive expensive and untested wall of ice to keep Fukushima in check? http://t.co/c8rTt90DBL via @HuffPostCanada
1,Q&amp;A: #Fukushima leak problems (8/21 BBC) http://t.co/zpLvXBckAz #jishin_e #nuclear
1,#fukushima Reactor 2: Well water from the seawall 60003 thousand becquerels. http://t.co/Hj7Zcvqgln via @yutakatheblues
1,"Are you new here??!!!  Think #Fukushima is a """"new"""" emergency??  D'oh!!! Wake up!  Shun the propaganda!!! Get up... http://t.co/RQe9fiv4T3"""
1,#Fukushima News 11/5/13: Decontamination Ineffective..Duh;  IAEA Dispatch...: http://t.co/auvydBFjjN via @youtube
1,2 tornades entre Fukushima et Tokyo http://t.co/0Wm8O8uTtf
1,RT @Lawsonbulk: Fukushima fisheries to resume trial fishing after samples prove safe | The Japan Times http://t.co/XbgoEHmBnW
